generation;mean_p;mean_t;meanfrs;meanmrs;varp;vart;covpt;varfrs;varmrs;surviving_males;surviving_females;N;
41780;0.101877;0.208562;10;9.80663;0.0240144;0.0186165;7.30482e-05;0;103.475;2482;2485;5000;
41790;0.10014;0.207647;10;9.74006;0.0244295;0.0203913;0.000272701;0;102.414;2509;2473;5000;
41800;0.10166;0.213505;10;10.2546;0.0215672;0.020778;0.000604471;0;101.592;2416;2537;5000;
41810;0.102994;0.203022;10;10.0964;0.0238208;0.0225382;0.00096574;0;102.4;2450;2514;5000;
41820;0.102193;0.191389;10;10.0275;0.0212807;0.0218702;0.000444285;0;104.086;2425;2552;5000;
41830;0.100734;0.178602;10;9.96409;0.0216821;0.0225996;0.00101323;0;97.8838;2472;2497;5000;
41840;0.111118;0.180319;10;9.80222;0.02072;0.0220316;0.000724084;0;94.1856;2493;2478;5000;
41850;0.120064;0.192317;9.84475;9.92765;0.0216562;0.0209581;0.000499061;1.52844;99.1105;2490;2473;5000;
41860;0.120003;0.188301;10;10.1885;0.0212194;0.0224519;0.000321655;0;102.211;2434;2540;5000;
41870;0.112925;0.19089;10;9.89683;0.0225018;0.0227473;0.00036453;0;99.5925;2478;2494;5000;
41880;0.114674;0.18415;10;9.82178;0.019841;0.0228585;0.000458633;0;101.394;2493;2480;5000;
41890;0.116386;0.183422;9.96426;10.1088;0.0198086;0.022935;7.18386e-05;0.356149;101.801;2468;2509;5000;
41900;0.123215;0.187612;9.95625;10.0684;0.0184564;0.0230506;6.04494e-05;0.435635;100.357;2474;2503;5000;
41910;0.109995;0.177991;10;9.77479;0.0186812;0.0223321;0.000197778;0;99.2381;2496;2474;5000;
41920;0.107171;0.183437;10;9.81013;0.0186277;0.0214097;-0.000257167;0;100.043;2494;2480;5000;
41930;0.118777;0.183123;10;9.88081;0.0190483;0.0225762;0.000373364;0;98.7542;2479;2487;5000;
41940;0.119219;0.176261;9.89674;10.0403;0.0194993;0.0224567;-0.000389107;1.0219;99.4343;2480;2492;5000;
41950;0.119969;0.171359;9.91061;9.60614;0.017072;0.0216805;0.000789434;0.885954;100.83;2532;2439;5000;
41960;0.129211;0.17065;9.89281;10.0443;0.0154155;0.0212998;3.57291e-05;1.06037;105.722;2479;2492;5000;
41970;0.134843;0.167635;10;10.1004;0.0162231;0.0223995;-7.42785e-05;0;109.954;2458;2514;5000;
41980;0.127312;0.170211;10;10.0439;0.0158883;0.0213577;0.0010191;0;100.038;2446;2517;5000;
41990;0.128728;0.166238;9.92082;10.1213;0.0149983;0.0220401;0.000447827;0.785497;101.683;2477;2506;5000;
42000;0.122372;0.16675;10;10.036;0.0141095;0.0224887;0.000296895;0;99.4394;2468;2512;5000;
42010;0.116311;0.166018;9.81659;9.8114;0.0140736;0.023018;-7.68459e-05;1.80049;99.0415;2508;2462;5000;
42020;0.12084;0.164978;10;10.3166;0.0114483;0.0220976;-0.000126827;0;100.387;2430;2542;5000;
42030;0.122574;0.165368;9.82491;9.87133;0.0109939;0.0213424;0.000508921;1.72024;95.9223;2504;2469;5000;
42040;0.116069;0.163707;10;10.0316;0.0108577;0.0224153;8.78942e-05;0;105.528;2438;2540;5000;
42050;0.110369;0.166184;9.88751;9.75309;0.0106287;0.020909;-7.65629e-05;1.11229;94.722;2517;2461;5000;
42060;0.111838;0.159988;9.87781;10.1624;0.0111231;0.01977;-0.000629564;1.20698;101.151;2468;2506;5000;
42070;0.108117;0.164087;10;9.73047;0.0108935;0.0207634;0.000589376;0;103.248;2480;2491;5000;
42080;0.109241;0.156392;9.80167;9.87495;0.0112546;0.0216506;-0.000142368;1.944;100.468;2506;2471;5000;
42090;0.109279;0.153598;9.97662;10.5177;0.0107928;0.0204049;0.000328364;0.23328;105.484;2419;2560;5000;
42100;0.131032;0.153524;10;9.49942;0.0100685;0.0190478;0.0002643;0;101.612;2532;2448;5000;
42110;0.119411;0.150449;9.99207;10.1614;0.0100957;0.0183081;-5.98518e-06;0.0792707;103.968;2463;2519;5000;
42120;0.11481;0.150513;10;10.1524;0.0104977;0.0163295;0.000341664;0;102.944;2453;2532;5000;
42130;0.107887;0.149801;10;9.81028;0.012491;0.0159208;8.04454e-05;0;102.81;2497;2482;5000;
42140;0.116207;0.150709;9.92098;10.162;0.0132986;0.0161725;0.000450282;0.783957;101.472;2470;2511;5000;
42150;0.117636;0.156558;9.85669;9.87138;0.0122464;0.0122981;-9.08229e-05;1.41258;95.2407;2504;2476;5000;
42160;0.118188;0.161549;9.93195;9.90807;0.0122277;0.0128548;0.000200502;0.675913;101.071;2506;2481;5000;
42170;0.120502;0.162416;10;9.84986;0.0118237;0.0124947;3.56232e-05;0;100.175;2486;2493;5000;
42180;0.115469;0.160852;9.86083;9.95573;0.0124086;0.0117494;-0.000155597;1.37228;98.4689;2498;2480;5000;
42190;0.11469;0.153055;9.79543;9.6769;0.0120269;0.0114461;-0.000514418;2.00388;96.1461;2526;2442;5000;
42200;0.105413;0.148275;9.78775;9.64443;0.0125356;0.0115109;0.00023728;2.07749;97.7162;2534;2444;5000;
42210;0.105469;0.144036;10;10.0761;0.0124262;0.0117774;7.36301e-05;0;105.521;2465;2516;5000;
42220;0.0998199;0.142766;9.95907;9.51506;0.0132079;0.0109818;0.000117062;0.407657;97.6139;2550;2433;5000;
42230;0.0923037;0.130376;10;10.008;0.0136277;0.0107474;0.000446152;0;105.765;2470;2517;5000;
42240;0.0917692;0.129919;9.98013;10.1087;0.0147048;0.0108784;-0.000221574;0.198333;99.5454;2472;2511;5000;
42250;0.0992331;0.134559;10;9.98801;0.0154754;0.00928999;6.73708e-05;0;100.679;2484;2499;5000;
42260;0.0987636;0.125582;10;9.80998;0.0163072;0.00944197;-0.000172187;0;99.7264;2508;2478;5000;
42270;0.105064;0.117304;9.74194;9.40476;0.0160076;0.00986306;-0.000201689;2.51405;95.8362;2568;2416;5000;
42280;0.109309;0.110315;10;9.96815;0.0164308;0.00922967;7.30189e-05;0;96.4958;2479;2504;5000;
42290;0.101751;0.1039;10;9.90887;0.0153438;0.0104791;3.81585e-05;0;101.775;2486;2501;5000;
42300;0.106659;0.10374;10;9.96444;0.0145717;0.0107674;-5.15661e-05;0;99.9987;2465;2522;5000;
42310;0.103964;0.0945459;10;10.2958;0.0137741;0.0113456;2.1626e-05;0;103.681;2447;2541;5000;
42320;0.096378;0.0996668;10;10.0758;0.014508;0.0109029;2.41079e-05;0;103.664;2458;2526;5000;
42330;0.0977779;0.0940778;9.87089;10.2169;0.0151773;0.0121894;0.000238968;1.27441;103.022;2468;2523;5000;
42340;0.0984049;0.0866333;10;10.1673;0.0147878;0.011947;0.000142958;0;104.313;2437;2553;5000;
42350;0.0906647;0.0769725;10;9.86106;0.0152776;0.0127136;0.000119118;0;102.521;2502;2484;5000;
42360;0.0888534;0.071238;10;10.044;0.0159669;0.0123648;0.000280589;0;99.6384;2481;2513;5000;
42370;0.0928307;0.0708977;9.869;9.94357;0.0165093;0.0129964;-0.000344551;1.29288;97.6994;2503;2486;5000;
42380;0.0851073;0.0625297;9.8917;9.78859;0.0173626;0.0134112;0.000449121;1.0713;101.391;2519;2466;5000;
42390;0.08261;0.0512159;9.78656;9.78947;0.016449;0.0147996;0.000206793;2.08883;98.4172;2519;2476;5000;
42400;0.0984893;0.0503987;9.78516;10.123;0.0164454;0.0138942;0.000469666;2.10228;102.526;2483;2505;5000;
42410;0.108758;0.0489775;9.95973;9.82519;0.0162071;0.0133432;0.000274604;0.401117;98.8967;2517;2473;5000;
42420;0.100525;0.0374614;10;9.70866;0.0155743;0.013869;0.000275381;0;94.0884;2526;2466;5000;
42430;0.0989842;0.0355818;9.71177;9.46843;0.0172925;0.014088;0.000306133;2.79923;97.9189;2565;2426;5000;
42440;0.0907791;0.0276636;9.97597;9.95206;0.0164691;0.0150533;0.000235728;0.239711;96.8415;2505;2491;5000;
42450;0.0900731;0.0339268;9.96801;9.97599;0.0146082;0.0150124;-0.000430203;0.318849;97.7985;2495;2493;5000;
42460;0.0859245;0.0268006;9.77219;9.93073;0.0148568;0.014808;0.000135455;2.22619;99.6285;2503;2488;5000;
42470;0.089622;0.026852;10;10.0315;0.0162109;0.0142373;3.17508e-05;0;99.3686;2446;2546;5000;
42480;0.0956985;0.0319431;9.97198;9.95604;0.0159591;0.0130711;0.000309437;0.279439;102.756;2501;2491;5000;
42490;0.0863344;0.0446421;9.93173;9.83665;0.0176315;0.012765;0.000494118;0.67807;98.0211;2518;2473;5000;
42500;0.0916442;0.0369261;10;9.94833;0.0192082;0.0122671;0.0003803;0;96.6984;2486;2503;5000;
42510;0.0876612;0.0333187;9.924;9.888;0.019721;0.0115408;-8.86219e-05;0.754224;97.3475;2513;2481;5000;
42520;0.0948514;0.0283278;10;10.0519;0.0192886;0.0117441;0.00105275;0;98.8804;2473;2520;5000;
42530;0.0892549;0.039577;10;10.3452;0.0182588;0.0101214;-0.000370219;0;108.614;2451;2547;5000;
42540;0.0861621;0.0372873;10;10.3002;0.0187173;0.00992006;0.000124537;0;108.917;2416;2573;5000;
42550;0.103331;0.033954;9.72635;9.88124;0.0179634;0.0104782;4.08557e-05;2.66163;99.9449;2506;2488;5000;
42560;0.106482;0.0284815;10;10.2389;0.0159725;0.0100947;0.000173374;0;105.24;2425;2571;5000;
42570;0.105615;0.0411281;9.56981;9.59067;0.0161584;0.00953988;-0.00036964;4.11685;96.3531;2544;2447;5000;
42580;0.106622;0.0446653;10;10.068;0.0158137;0.00941148;0.00036191;0;99.6752;2474;2516;5000;
42590;0.0975713;0.0399102;10;10.2994;0.0163977;0.00945458;1.21879e-05;0;103.551;2449;2546;5000;
42600;0.100663;0.0343794;9.88506;9.96367;0.0161583;0.0110194;0.000234567;1.13621;104.682;2499;2494;5000;
42610;0.100904;0.032474;9.97633;10.2596;0.0162539;0.0117541;4.39239e-05;0.236126;104.03;2463;2529;5000;
42620;0.0962608;0.0397426;9.79353;10.1028;0.0163074;0.012472;0.00042977;2.02204;103.442;2481;2514;5000;
42630;0.0848876;0.0434451;9.75658;9.98777;0.016202;0.0119528;-0.000861886;2.37498;99.0215;2504;2485;5000;
42640;0.0893945;0.0460273;10;9.7698;0.0170946;0.0127415;0.000402433;0;102.054;2484;2504;5000;
42650;0.0824708;0.0474838;10;9.85179;0.0172319;0.0120899;1.41397e-05;0;101.772;2463;2526;5000;
42660;0.0808044;0.0542594;9.90895;10.0808;0.0178697;0.011866;0.000164724;0.90224;102.742;2486;2503;5000;
42670;0.0827838;0.0559976;9.98415;10.1777;0.0188742;0.0126574;7.2291e-05;0.158227;101.019;2468;2520;5000;
42680;0.087655;0.0530472;10;10.2177;0.0183927;0.0132531;2.16695e-05;0;105.475;2454;2535;5000;
42690;0.0766718;0.0496524;9.9362;9.95987;0.0190258;0.012483;0.000392619;0.633889;100.319;2505;2492;5000;
42700;0.0748596;0.0499694;9.84475;9.81913;0.0185334;0.0120861;0.000836764;1.52844;103.866;2514;2473;5000;
42710;0.065529;0.0608358;10;10.141;0.0189812;0.011135;0.000310719;0;99.4163;2470;2518;5000;
42720;0.0636968;0.0643679;9.82014;9.70376;0.0184207;0.0110071;-0.000249069;1.76621;95.4287;2534;2457;5000;
42730;0.0718412;0.0588561;10;9.65184;0.0166784;0.0120069;0.000156617;0;97.3643;2498;2495;5000;
42740;0.0840546;0.0542281;10;10.2642;0.0165832;0.0119459;0.000166055;0;101.772;2430;2564;5000;
42750;0.0763445;0.0518686;10;9.95654;0.0179965;0.011554;-8.24668e-05;0;99.603;2475;2520;5000;
42760;0.0768995;0.0506485;9.99184;9.61538;0.0188125;0.0117842;0.000180755;0.0814995;93.3372;2540;2450;5000;
42770;0.0627296;0.054567;10;9.73249;0.0212433;0.0118945;0.000288056;0;94.3423;2519;2474;5000;
42780;0.0452615;0.0393654;9.99599;9.94812;0.0216985;0.0123582;9.84945e-05;0.0400802;104.746;2497;2493;5000;
42790;0.0284656;0.0350118;9.77953;9.94715;0.0211329;0.0123817;2.10732e-05;2.15612;96.0541;2507;2484;5000;
42800;0.0218951;0.0293867;9.89567;9.76475;0.0205274;0.0118479;-0.000360796;1.03245;95.9973;2525;2466;5000;
42810;0.00951656;0.0174178;10;9.8537;0.0201499;0.0125262;-0.000302265;0;97.527;2504;2492;5000;
42820;-0.00345408;0.0132914;9.81474;9.9391;0.0202142;0.011526;0.000341456;1.81826;102.108;2504;2490;5000;
42830;0.00215515;0.0139483;10;9.66706;0.0215922;0.010915;-0.000547941;0;96.4422;2527;2468;5000;
42840;-0.00637843;0.00977296;9.93525;9.67181;0.0206381;0.00984184;0.00049405;0.643318;100.604;2540;2455;5000;
42850;0.000508075;-0.00257159;10;9.65021;0.0215076;0.00958257;1.06596e-05;0;97.2737;2510;2483;5000;
42860;-0.0113531;-0.00902805;10;9.73849;0.0227216;0.0101065;0.000354025;0;99.4242;2497;2495;5000;
42870;0.00542909;-0.0137875;10;10.068;0.0229399;0.00914582;-0.000208216;0;104.995;2475;2517;5000;
42880;0.0140134;-0.0195302;10;10.1618;0.0213831;0.00852793;0.000111755;0;107.906;2420;2575;5000;
42890;0.0183192;-0.0334874;10;9.96827;0.0225046;0.00834948;2.57523e-05;0;103.529;2483;2513;5000;
42900;0.023177;-0.0389411;9.50891;9.26465;0.0223959;0.00845096;2.17557e-06;4.66972;91.9845;2590;2401;5000;
42910;0.0253172;-0.0413508;9.46309;9.28658;0.0227823;0.00894049;-0.000103612;5.08085;91.992;2595;2397;5000;
42920;0.0163278;-0.0442063;9.87281;9.93559;0.0227549;0.00947429;0.000501531;1.25568;98.144;2505;2484;5000;
42930;0.0138743;-0.057562;10;9.89374;0.0228592;0.0100234;0.000276086;0;100.697;2472;2514;5000;
42940;0.0117819;-0.0659324;10;10.6093;0.0228553;0.0102682;9.77247e-05;0;103.293;2412;2577;5000;
42950;0.00418385;-0.056581;10;9.54776;0.022483;0.0101095;-0.000151865;0;98.5869;2543;2449;5000;
42960;0.00715134;-0.0567746;10;10.3117;0.0216609;0.00990328;0.000104135;0;104.559;2450;2547;5000;
42970;0.00131813;-0.0630133;9.9442;10.004;0.0202418;0.0104207;0.000261818;0.554878;101.204;2495;2495;5000;
42980;-0.00346676;-0.0603231;10;9.94493;0.018758;0.0108165;-0.000518371;0;106.37;2462;2528;5000;
42990;9.49114e-05;-0.0681992;10;10.1519;0.0191644;0.0113953;0.000368542;0;103.456;2453;2539;5000;
43000;-0.00733639;-0.073255;9.87814;10.1018;0.0201462;0.0106051;-9.44278e-05;1.2037;99.216;2482;2513;5000;
43010;-0.0245431;-0.0816993;10;10.0593;0.0209937;0.0112401;0.000436184;0;101.262;2453;2544;5000;
43020;-0.018425;-0.0794819;10;10.0988;0.0212044;0.0107711;0.000503813;0;103.467;2435;2556;5000;
43030;-0.0346049;-0.0911122;10;9.94071;0.0235487;0.0109969;8.95216e-05;0;103.91;2478;2515;5000;
43040;-0.0452663;-0.091755;10;9.88091;0.025338;0.0109787;0.000574366;0;105.821;2500;2489;5000;
43050;-0.0383321;-0.0902782;9.94785;9.88432;0.0239176;0.0113352;-0.000198972;0.518741;96.0776;2511;2480;5000;
43060;-0.0513379;-0.0928732;9.9718;9.82923;0.0242253;0.0117893;0.000663902;0.281235;99.1368;2510;2475;5000;
43070;-0.0518943;-0.106446;9.99588;9.42113;0.0242568;0.0128695;-1.19694e-05;0.0412031;94.1094;2564;2425;5000;
43080;-0.0392358;-0.122983;9.86604;10.0894;0.0256148;0.0133058;0.000215908;1.32169;100.073;2484;2504;5000;
43090;-0.0377097;-0.129459;9.89715;10.0566;0.0262122;0.0137836;-0.000441952;1.0179;101.21;2488;2502;5000;
43100;-0.0393198;-0.130359;9.75099;9.84211;0.0251173;0.013005;0.000712149;2.42811;93.5378;2514;2467;5000;
43110;-0.0346935;-0.140996;9.68217;10.0289;0.0237494;0.0134689;0.000337057;3.07728;103.181;2481;2498;5000;
43120;-0.0348235;-0.150055;9.76448;10.361;0.0243253;0.013145;0.000140474;2.29974;103.978;2451;2529;5000;
43130;-0.0265324;-0.140808;9.66968;9.74766;0.0236676;0.0132225;0.000217423;3.19407;99.0816;2524;2459;5000;
43140;-0.0226657;-0.149052;10;9.8888;0.0229323;0.012935;0.000334927;0;104.038;2488;2490;5000;
43150;-0.0302793;-0.157553;9.62878;10.222;0.0215793;0.0119964;-0.000485892;3.5744;105.062;2463;2516;5000;
43160;-0.0284976;-0.157987;10;10.4892;0.0242536;0.0116384;0.000116462;0;101.758;2409;2573;5000;
43170;-0.0269438;-0.15494;9.99606;10.2964;0.0245161;0.0115732;0.000567402;0.0394011;101.942;2444;2536;5000;
43180;-0.0400722;-0.157381;10;10.238;0.0237263;0.0114077;-0.000355002;0;100.185;2438;2538;5000;
43190;-0.0395854;-0.152237;9.66149;9.48172;0.0220379;0.0119221;0.000275491;3.27052;97.2404;2559;2426;5000;
43200;-0.0305873;-0.15745;9.88551;10.1257;0.0244539;0.011676;-5.23353e-05;1.13178;99.3356;2474;2504;5000;
43210;-0.0155826;-0.156324;10;9.54844;0.0233999;0.0104728;0.000462396;0;101.031;2505;2474;5000;
43220;-0.00490378;-0.160535;9.83762;9.93939;0.0223146;0.0116865;-0.000460129;1.5974;98.6226;2501;2484;5000;
43230;0.00209287;-0.165813;10;10.1766;0.0237318;0.0111021;0.00034525;0;104.383;2441;2536;5000;
43240;0.00296239;-0.162242;10;10.0639;0.0230206;0.0120057;0.000417838;0;99.1966;2457;2518;5000;
43250;0.00288757;-0.153582;10;9.93686;0.021006;0.01121;0.000274857;0;103.232;2468;2518;5000;
43260;0.0103452;-0.150609;10;10.1157;0.0215095;0.0110586;0.000115986;0;100.386;2446;2536;5000;
43270;0.00270628;-0.155495;9.944;9.944;0.0198093;0.0106637;0.000266892;0.556864;100.637;2496;2486;5000;
43280;0.0112025;-0.150082;9.70289;9.89762;0.020235;0.0104836;0.00020166;2.8828;99.8667;2506;2482;5000;
43290;0.00725874;-0.159104;9.81395;10.2934;0.0198496;0.0106293;0.000574935;1.82585;100.864;2458;2532;5000;
43300;-0.00212171;-0.163247;9.86177;10.0324;0.0169947;0.0116423;-9.63806e-05;1.3632;103.727;2485;2497;5000;
43310;0.00719766;-0.164537;10;10.1773;0.017039;0.0104671;0.000394669;0;104.965;2446;2526;5000;
43320;0.00918126;-0.179763;9.95183;9.88043;0.0176431;0.0116462;-0.000148697;0.479414;98.511;2502;2479;5000;
43330;0.00339475;-0.182856;10;10.2532;0.0162574;0.0123255;-0.000541132;0;104.208;2391;2592;5000;
43340;0.022469;-0.180749;10;9.98012;0.0171169;0.0112858;0.000515611;0;101.511;2466;2510;5000;
43350;0.0359994;-0.176271;10;10.1004;0.0198096;0.0111609;3.99371e-05;0;102.72;2450;2516;5000;
43360;0.0420455;-0.171339;10;10.0438;0.0191776;0.0106487;4.66644e-05;0;102.067;2459;2524;5000;
43370;0.0352446;-0.169694;10;9.93318;0.0196154;0.010297;-0.000107474;0;98.777;2453;2527;5000;
43380;0.0388077;-0.173454;10;9.93259;0.018423;0.00965696;-0.000337152;0;103.683;2474;2505;5000;
43390;0.0277312;-0.170819;9.97584;9.84108;0.0178945;0.00987343;0.000402769;0.241059;96.9155;2506;2477;5000;
43400;0.023545;-0.171732;9.89776;10.1872;0.016927;0.0107297;0.000388165;1.01196;99.5172;2472;2517;5000;
43410;0.0343493;-0.15951;10;9.92863;0.0169901;0.00980245;1.31433e-05;0;104.674;2475;2504;5000;
43420;0.0420706;-0.164386;10;10.028;0.0174612;0.00993061;0.000495791;0;105.95;2473;2511;5000;
43430;0.0385522;-0.170329;10;9.70405;0.0169507;0.0109145;0.00031761;0;94.5386;2491;2492;5000;
43440;0.0456227;-0.178166;10;10.1681;0.0182819;0.0111818;-0.000445795;0;98.6512;2446;2541;5000;
43450;0.0430526;-0.177744;10;9.67881;0.0195846;0.0104157;-0.000269953;0;100.563;2505;2471;5000;
43460;0.036331;-0.182977;9.9312;9.69949;0.0189868;0.00993919;0.000564905;0.683247;98.0512;2532;2454;5000;
43470;0.0302369;-0.188969;10;10.3308;0.018785;0.00960323;-2.08567e-05;0;107.595;2411;2561;5000;
43480;0.0257017;-0.191983;9.92814;9.96794;0.0183094;0.0104957;0.000190203;0.7134;99.2374;2479;2487;5000;
43490;0.024383;-0.19279;9.82185;9.9515;0.0175774;0.0100552;-2.00929e-05;1.74974;99.9976;2493;2481;5000;
43500;0.0265493;-0.196275;9.9642;10.0764;0.0170617;0.0087945;4.10326e-05;0.356714;102.207;2472;2505;5000;
43510;0.024068;-0.198076;10;10.0559;0.0168241;0.0079573;0.000126453;0;101.873;2466;2519;5000;
43520;0.0338723;-0.196876;9.99603;10.1491;0.0175278;0.00698696;-0.000102092;0.0396825;98.3655;2454;2518;5000;
43530;0.0311268;-0.193161;9.85312;9.96775;0.0164988;0.00650444;-0.000100335;1.44726;106.65;2493;2482;5000;
43540;0.0271683;-0.195329;10;10.0957;0.0162166;0.00571717;-6.34865e-06;0;105.812;2440;2532;5000;
43550;0.0246706;-0.19568;10;9.77273;0.0159716;0.00630661;-8.39131e-05;0;99.1646;2481;2494;5000;
43560;0.0290768;-0.192077;10;10.0632;0.0136063;0.00663542;-5.63956e-05;0;103.036;2435;2549;5000;
43570;0.0383276;-0.198618;10;9.71271;0.0146853;0.00723346;0.000197103;0;103.774;2503;2468;5000;
43580;0.0442933;-0.194647;9.90796;9.90004;0.015435;0.00681261;0.000298287;0.911897;95.5918;2502;2476;5000;
43590;0.0440909;-0.194954;9.63328;9.69562;0.0151099;0.00743578;-0.000592674;3.53271;96.9447;2531;2443;5000;
43600;0.04107;-0.195715;10;10.0795;0.0150947;0.00757387;-0.000155506;0;107.827;2442;2535;5000;
43610;0.0365957;-0.192708;9.65093;9.56837;0.0158821;0.00796451;0.000350258;3.36883;94.5696;2540;2433;5000;
43620;0.0346034;-0.205553;9.97191;9.90829;0.0167036;0.00887552;0.00050198;0.28011;101.786;2491;2485;5000;
43630;0.0272841;-0.201837;10;10.0916;0.0163762;0.00923555;0.000482264;0;103.455;2437;2535;5000;
43640;0.0251551;-0.195273;10;9.95277;0.0160351;0.00968896;7.89402e-05;0;110.033;2440;2529;5000;
43650;0.0208531;-0.200833;10;10.2081;0.0161382;0.0100184;0.000393256;0;108.24;2415;2551;5000;
43660;0.0162864;-0.202027;9.97222;10.1331;0.0160682;0.00963886;-0.000106062;0.277006;103.974;2463;2513;5000;
43670;0.0220543;-0.204334;9.98372;9.64609;0.0175611;0.0101757;0.000426364;0.162535;97.476;2515;2453;5000;
43680;0.00246138;-0.208158;10;9.93235;0.0174374;0.0102145;0.000125554;0;104.771;2468;2496;5000;
43690;0.00401227;-0.205694;9.77996;10.0448;0.0167796;0.0100493;0.000145965;2.15198;101.627;2482;2489;5000;
43700;0.0108963;-0.201929;10;10.1245;0.0164673;0.0106376;6.46773e-05;0;103.279;2461;2520;5000;
43710;0.0231997;-0.195999;9.74083;9.59872;0.0156759;0.0105245;-0.000205847;2.52454;92.2948;2534;2443;5000;
43720;0.0217548;-0.196029;10;9.87728;0.0155833;0.0104139;8.91613e-05;0;98.9952;2475;2495;5000;
43730;0.00683199;-0.189336;9.84475;9.87138;0.0166147;0.0107819;0.000104378;1.52844;97.0092;2506;2473;5000;
43740;0.0153559;-0.180496;9.95893;9.45419;0.0157796;0.0114599;2.60042e-05;0.408991;90.6183;2557;2425;5000;
43750;0.0118032;-0.17894;10;9.84127;0.0153252;0.0108049;0.000346261;0;100.292;2497;2480;5000;
43760;0.0168735;-0.175715;10;9.86161;0.0161439;0.0105704;0.000449003;0;99.7436;2490;2494;5000;
43770;0.0200246;-0.174921;9.84051;9.81942;0.0174504;0.00953902;0.000283544;1.56946;94.5501;2515;2468;5000;
43780;0.00813654;-0.172821;10;9.762;0.0175583;0.00936156;-0.00037946;0;101.27;2469;2502;5000;
43790;0.00158113;-0.175507;10;9.9921;0.0176587;0.00881432;-0.000342967;0;103.2;2454;2529;5000;
43800;0.00969258;-0.175383;10;9.94847;0.0178308;0.0084045;-0.000329511;0;97.6985;2471;2510;5000;
43810;0.00921842;-0.170796;9.97613;10.0885;0.0175952;0.00852115;-0.000407311;0.238094;100.153;2483;2508;5000;
43820;0.0260884;-0.167946;9.90469;10.0403;0.0181436;0.00886982;-0.00025744;0.944053;101.691;2486;2494;5000;
43830;0.0269119;-0.163293;9.67233;9.67167;0.0167133;0.00810019;0.000185154;3.16938;101.351;2535;2450;5000;
43840;0.0118313;-0.16782;10;9.84628;0.0164171;0.00815636;0.000414791;0;108.648;2488;2498;5000;
43850;0.0107199;-0.163023;10;9.92442;0.0160484;0.00758486;9.16347e-08;0;96.6132;2481;2495;5000;
43860;0.0117395;-0.159833;10;9.86551;0.0165141;0.00760234;0.000180078;0;93.5737;2490;2494;5000;
43870;0.0208462;-0.156442;9.97991;9.89247;0.0166366;0.00801747;2.71604e-05;0.20048;100.068;2501;2484;5000;
43880;0.0186853;-0.154149;9.70969;9.86536;0.0175345;0.00778453;0.00016922;2.81882;101.777;2512;2475;5000;
43890;0.02179;-0.151973;10;9.80315;0.0168045;0.00760398;0.00011516;0;100.04;2491;2490;5000;
43900;0.0329269;-0.14582;9.97985;9.83717;0.0177631;0.00739244;0.000345054;0.201045;105.573;2506;2477;5000;
43910;0.0444636;-0.139982;10;10.4062;0.0177993;0.00783677;0.000129159;0;107.39;2428;2562;5000;
43920;0.0419401;-0.136954;9.996;10.012;0.0171535;0.00768792;0.000262756;0.0399521;98.1184;2489;2501;5000;
43930;0.0342316;-0.128384;10;9.81789;0.0168994;0.00702628;3.79908e-05;0;102.659;2506;2480;5000;
43940;0.0390449;-0.138306;10;10.1078;0.0167312;0.00718562;-4.52088e-05;0;105.577;2457;2532;5000;
43950;0.0294466;-0.141266;9.58365;9.94597;0.0170212;0.00736598;0.000125338;3.99011;102.366;2504;2486;5000;
43960;0.0276722;-0.144961;9.88043;9.87555;0.0181808;0.00763332;0.000324287;1.1814;96.6124;2509;2479;5000;
43970;0.0275218;-0.155981;10;9.92466;0.01853;0.00738216;0.00015609;0;97.7342;2481;2503;5000;
43980;0.0375539;-0.162324;10;10.1856;0.0174459;0.00800733;0.000265824;0;105.938;2463;2524;5000;
43990;0.0372976;-0.154949;10;10.1074;0.0180093;0.00778466;-0.000160378;0;103.21;2441;2541;5000;
44000;0.0499143;-0.161091;10;9.93246;0.0181644;0.00821328;0.00025088;0;100.313;2484;2500;5000;
44010;0.0421324;-0.151924;10;9.95213;0.0188178;0.00718089;-0.000230549;0;99.7983;2487;2495;5000;
44020;0.0430104;-0.144827;10;10.2481;0.0198676;0.00767703;0.000429847;0;104.54;2429;2561;5000;
44030;0.0261327;-0.147676;10;9.91339;0.0196692;0.00788649;-0.000104747;0;100.937;2464;2518;5000;
44040;0.0245403;-0.145318;9.95221;10.0402;0.0210129;0.00830842;0.00017458;0.475613;104.94;2489;2499;5000;
44050;0.0341839;-0.139869;9.80814;10.1226;0.0210482;0.00812829;6.24451e-05;1.88175;98.0226;2480;2505;5000;
44060;0.034495;-0.143667;9.78622;9.83023;0.0204295;0.00852037;5.56519e-05;2.09207;101.184;2520;2472;5000;
44070;0.0356714;-0.141381;10;9.77961;0.0204421;0.00801837;-0.000309956;0;95.8192;2504;2485;5000;
44080;0.0420275;-0.143446;10;9.83762;0.0219268;0.00856617;0.000309182;0;100.29;2501;2484;5000;
44090;0.0312286;-0.141528;10;10.0837;0.0201848;0.00848785;0.000304251;0;103.421;2449;2530;5000;
44100;0.0247473;-0.138041;9.98377;9.70032;0.0198814;0.00821114;0.000231271;0.162074;99.5947;2529;2460;5000;
44110;0.0184479;-0.142069;10;9.84165;0.0193684;0.0080182;0.00018156;0;104.33;2496;2486;5000;
